Name,JAPAN-DS Market - DIVIDEND YIELD,JAPAN-DS Market - PRICE INDEX,JAPAN-DS Market - TOT RETURN IND,JAPAN-DS Market - PER,JAPAN-DS Market - PRICE/BOOK RATIO,JAPAN-DS Market - PE RATIO 12M FWD,JAPAN-DS Market - MARKET VALUE,JAPAN-DS Market - ROE,JAPAN-DS Market - TOTAL ASSETS,JAPAN-DS Market - NET DEBT,FTSE JAPAN - PRICE INDEX,NIKKEI STOCK AVERAGE VOLATILITY INDEX - PRICE INDEX,JP ISSUES: CORPORATE STRAIGHT BONDS CURN,JP STOCKS: PUBLIC OFFERINGS - AMOUNT RAISED CURN,JP OVERNIGHT UNCOLLATERISED CALL MONEY RATE (AVG.) NADJ,JP CPI: NATIONAL MEASURE - ANNUAL INFLATION RATE NADJ,"JP MONEY SUPPLY: M2 (METHO-BREAK, APR. 2003) CURA",JP JAPANESE YEN TO US $ NADJ,JP PETROLEUM: CONSUMPTION VOLN,JP UNEMPLOYMENT RATE (METHO BREAK OCT 2010) SADJ,JP INDUSTRIAL PRODUCTION - MINING & MANUFACTURING VOLA
29/03/2013,1.83,326.35,560.15,16.9,1.21,14.08,363081000,5.9,1.54274E+12,2.16028E+11,69.35,25.67,875000,548.04,0.063,-0.93,836210.5,94.7815,4721.77,4.1,97.7
30/04/2013,1.64,367.37,631.48,18.9,1.22,14.8,409849600,5.88,1.60308E+12,2.1001E+11,78.09,25.25,1145000,35.9,0.0705,-0.72,838675.4,97.9562,4327.93,4.1,97.7
31/05/2013,1.73,357.98,616.21,17.7,1.2,15.85,399352800,5.9,1.60483E+12,2.09876E+11,76.27,36.6,452000,0,0.072,-0.31,841700.8,100.989,4063.1,4.1,99.3
28/06/2013,1.74,357.19,615.72,17.7,1.19,13.48,398444000,5.9,1.60488E+12,2.09856E+11,76.29,35.17,1508100,639.39,0.078,0.21,845635.4,97.336,3861.7,3.9,98.2
31/07/2013,1.74,356.6,615.6,17.1,1.18,14.77,398193400,6.92,1.62101E+12,1.45261E+11,76.09,28.67,881500,5511.21,0.0755,0.73,847996.3,99.6787,4339.58,3.8,99.8
30/08/2013,1.79,348.17,601.92,15.8,1.15,13.96,388735500,6.92,1.62103E+12,1.45263E+11,74.36,28.82,136500,135.02,0.077,0.83,850555,97.7371,4353.97,4.1,100
30/09/2013,1.65,376.24,651.33,17,1.25,14.08,419913500,7.95,1.66199E+12,1.93324E+11,80.07,26.36,746800,1333.77,0.055,1.04,853134.1,99.22,4085.03,3.9,101
31/10/2013,1.7,375.74,651.41,16.9,1.25,14.24,421714200,7.94,1.6621E+12,1.93442E+11,80.12,21.33,563900,1353.79,0.061,1.14,855974.3,97.7743,4146.84,4,101.2
29/11/2013,1.67,395.61,686.82,16.5,1.32,14.25,443045100,7.94,1.66216E+12,1.93449E+11,84.75,22.96,389500,124.03,0.058,1.57,857553,100.1586,4786.5,3.9,101.8
31/12/2013,1.61,409.21,711.44,16.8,1.38,14.35,458472700,8.26,1.74541E+12,2.12653E+11,87.63,22.84,827500,1387.32,0.058,1.67,861001.2,103.397,5196.97,3.7,101.8
31/01/2014,1.71,384.91,670.15,15.7,1.29,14.57,433178900,8.26,1.74581E+12,2.12647E+11,81.79,29.11,387500,2498.48,0.0555,1.36,864755.6,103.7818,5000.68,3.7,103.8
28/02/2014,1.74,382.61,667.04,14.9,1.28,13.93,430751000,8.26,1.74577E+12,2.12869E+11,81.35,25.93,606000,690.61,0.055,1.57,865335.6,102.0695,5246.29,3.6,102.7
31/03/2014,1.76,378.98,661.66,14.7,1.27,13.2,426759400,8.46,1.7413E+12,1.88464E+11,80.55,24.2,498000,2155.9,0.0375,1.67,866253.1,102.3448,4835.9,3.6,104.2
30/04/2014,1.87,366.64,641.1,13.9,1.1,12.78,413895400,8.46,1.74153E+12,1.88648E+11,77.82,22.51,790500,204.49,0.0515,3.43,868100.3,102.4785,4038.57,3.6,99.6
30/05/2014,1.91,379.44,664.58,14.4,1.13,13.2,428245000,8.46,1.74158E+12,1.88638E+11,80.61,19.75,780000,3.37,0.0545,3.74,868960.8,101.743,3770,3.6,101.9
30/06/2014,1.82,398.34,698.71,15.1,1.19,13.87,450014000,8.29,1.75842E+12,1.83952E+11,84.56,17.34,1101300,3592.34,0.048,3.63,871522.4,102.0595,3757.3,3.7,100.3
31/07/2014,1.78,407.02,715.07,15.4,1.21,14.13,461034000,8.29,1.75861E+12,1.83973E+11,86.37,16.02,949100,2757.95,0.0355,3.52,873520,101.7652,3907.19,3.7,100.1
29/08/2014,1.8,402.92,708.91,15.5,1.2,13.8,456387600,8.29,1.75862E+12,1.8396E+11,85.36,15.94,168000,7,0.0335,3.31,876043.5,102.89,3879.26,3.5,99.5
30/09/2014,1.74,417.22,735.15,16.2,1.24,14.2,472726000,8.37,1.80662E+12,1.79606E+11,88.83,17.55,1423100,213.5,0.012,3.3,879375.8,107.2732,3775.53,3.5,100.7
31/10/2014,1.77,419.78,740.88,16,1.24,13.08,476533000,8.37,1.80688E+12,1.79767E+11,89.53,25.22,511000,374.95,0.0155,2.88,882773.9,108.0361,3929.61,3.6,100.4
28/11/2014,1.72,443.17,783.21,16.4,1.31,14.8,503123200,8.37,1.80701E+12,1.79752E+11,95.07,23.8,138000,283.69,0.017,2.36,887341.4,116.3205,4278.93,3.5,100.4
31/12/2014,1.72,442.73,783.61,16.3,1.31,14.09,502781400,8.23,1.88625E+12,1.78593E+11,94.75,26.36,1044500,997.64,0.025,2.36,890864.9,119.359,5019.9,3.4,99.9
30/01/2015,1.71,446.25,791.01,16.4,1.31,14.17,509738000,8.23,1.88624E+12,1.78602E+11,95.2,21.67,206000,11.39,0.033,2.47,893085,118.2686,4565.03,3.5,102.9
27/02/2015,1.6,479.53,851.09,17.3,1.4,14.76,547675900,8.23,1.88634E+12,1.78303E+11,102.76,20.55,857000,46.23,0.0255,2.26,895213.7,118.7445,5082.36,3.5,99.8
31/03/2015,1.59,486.24,864.16,17.5,1.43,15.67,554427100,8.04,1.93545E+12,1.39366E+11,104.15,22.71,747000,1282.73,0.02,2.26,897784.8,120.4036,4548.87,3.4,99.3
30/04/2015,1.59,500.41,890.5,18.1,1.49,15.82,571686400,8.04,1.93571E+12,1.39512E+11,107.47,21.2,297000,1817.8,0.026,0.7,899797.5,119.5645,4205.6,3.4,99.5
29/05/2015,1.58,524.72,934.96,18.7,1.57,15.79,599434000,8.04,1.93575E+12,1.39538E+11,113.02,18.47,377000,0,0.027,0.5,903840,120.8242,3639.13,3.3,99.5
30/06/2015,1.62,512.42,914.3,18.2,1.52,15.85,584499700,8.52,1.95408E+12,1.30025E+11,109.76,21.41,1155500,2153.9,0.0225,0.4,905275.3,123.7823,3720.07,3.4,100.4
31/07/2015,1.59,523.44,935.28,18.1,1.55,15.67,597887700,8.53,1.95432E+12,1.30029E+11,111.71,17.57,697700,3542.02,0.0175,0.2,908109,123.3057,3841.23,3.3,100.3
31/08/2015,1.72,484.17,866.26,15.9,1.44,15.82,553029400,8.53,1.95425E+12,1.30402E+11,103.09,33.21,207000,129.3,0.0205,0.2,912103.5,123.1275,3958.94,3.4,98.6
30/09/2015,1.87,445.71,798.68,14.6,1.33,13.8,509294800,8.63,1.95544E+12,1.21308E+11,94.45,32.19,716000,160.45,0.015,0,912484.7,120.1541,3902.1,3.4,100.6
30/10/2015,1.75,491.01,881.18,16.1,1.46,14.19,562000900,8.63,1.95545E+12,1.21304E+11,104.69,23.44,434000,95.58,0.0155,0.2,914351.9,120.0332,3877.81,3.2,100.7
30/11/2015,1.73,499.66,897.95,16.6,1.44,15.01,588591400,8.62,1.9564E+12,1.21958E+11,106.07,21.65,265000,128.83,0.0125,0.3,916017,122.6686,4020.87,3.3,99.9
31/12/2015,1.76,490.06,882.05,16.2,1.41,14.27,577155600,8.05,2.57297E+12,68107580000,103.68,19.47,889000,251.42,0.012,0.1,918273,121.7462,4657.32,3.3,98.5
29/01/2016,1.89,455.94,821.93,15.1,1.31,13.32,536977700,8.05,2.57297E+12,68115950000,95.72,31.72,345000,13.07,0,-0.1,920969.2,118.213,4386.16,3.2,100.1
29/02/2016,2.08,415.3,749.89,14,1.18,12.59,488922900,8.03,2.57371E+12,68369060000,86.45,34.84,704000,17.43,-0.088,0.2,923075.6,114.6333,4673,3.3,99.2
31/03/2016,2,431.3,780.17,14.6,1.22,13.52,507102000,7.81,2.55682E+12,35760060000,89.53,22.71,854000,283.8,-0.1165,0,925639.5,112.8786,4397.52,3.2,99.7
29/04/2016,2,428.47,776.31,14.8,1.15,12.9,504493800,7.81,2.55683E+12,35769590000,89.15,27.55,676000,98.28,-0.133,-0.3,929719.2,109.5786,3963.67,3.2,99.3
31/05/2016,1.98,440.27,799.05,15.6,1.19,13.56,518136600,7.81,2.55767E+12,35856340000,91.67,25.81,288800,0,-0.118,-0.4,933311,108.939,3569.61,3.1,98.5
30/06/2016,2.18,399.39,726.17,14.1,1.08,13.11,469839600,7.56,2.56002E+12,10034350000,82.54,29.67,1023500,140.39,-0.121,-0.3,935665.7,105.3023,3551.9,3.1,99.2
29/07/2016,2.06,422.42,769.35,15.2,1.14,13.51,496945400,7.56,2.56003E+12,10032940000,87.84,26.6,1780000,1292.73,-0.1315,-0.5,938211.8,104.1348,3769.58,3,99.8
31/08/2016,2.07,422.08,770.15,15.6,1.15,13.66,495782400,7.54,2.55992E+12,10043040000,88.82,22.7,541000,17.93,-0.128,-0.5,940769.7,101.1809,3851.13,3.1,100.5
30/09/2016,2.08,420.43,768.48,15.6,1.15,13.81,494276600,7.45,2.5553E+12,9242526000,87.95,22.14,2294500,331.14,-0.128,-0.5,943374,101.8505,3713.57,3,100.7
31/10/2016,1.98,440.78,807,16.5,1.21,13.98,519368400,7.45,2.55544E+12,9377186000,92.63,19.12,835000,60.6,-0.128,0.2,946503.3,103.9038,3768.13,3,101
30/11/2016,2,462.44,848.11,17,1.27,14.34,544277000,7.46,2.55641E+12,9753362000,97.9,19.36,345100,206.09,-0.128,0.5,950401.2,108.5782,4148.2,3.1,102
30/12/2016,1.94,478.51,879.03,17.6,1.31,15.38,563104500,7.46,2.55643E+12,9758601000,101.15,21.17,929000,115.66,-0.168,0.3,954112.4,116.048,4586.71,3.1,102
31/01/2017,1.94,478.41,880.28,17.5,1.3,14.76,563821300,7.61,2.67679E+12,11732950000,101.18,20.75,738000,120.73,-0.168,0.5,957638.7,114.84,4167.39,3,100.9
28/02/2017,1.92,482.32,888.77,17.1,1.3,14.8,568436500,7.61,2.67779E+12,11675080000,101.95,18.67,555000,15.27,-0.18,0.2,961457.1,112.9715,4554.82,2.9,101.6
31/03/2017,1.95,475.97,878.55,16.8,1.29,14.83,560395300,8.32,2.69016E+12,-14642250000,100.42,18.55,1407000,574.32,-0.225,0.2,964512.8,112.9087,4269.9,2.8,101.5
28/04/2017,1.97,481.35,889.84,16.8,1.21,13.78,567574500,8.32,2.69016E+12,-14644740000,101.7,14.81,857400,142.08,-0.1915,0.4,966333.7,110.275,3831.17,2.8,104.1
31/05/2017,1.98,492.72,912.43,15.8,1.23,14.74,580279600,8.34,2.69119E+12,-14774600000,103.89,13.9,722000,23.92,-0.1915,0.4,968620.8,112.2433,3543.74,3.1,102.3
30/06/2017,1.94,504.78,936.31,16.2,1.27,14.65,594107100,8.73,2.70554E+12,-19127300000,106.61,15.75,1426400,295.06,-0.183,0.3,972301.7,110.8932,3513.83,2.8,103.3
31/07/2017,1.93,506.28,940.56,15.9,1.27,14.73,596292400,8.73,2.70588E+12,-19117440000,106.88,13.88,1353500,1437.84,-0.178,0.5,975642.1,112.4552,3626.39,2.8,102.5
31/08/2017,1.94,505.73,941.15,15.4,1.26,14.46,595484200,8.75,2.70642E+12,-19119680000,106.51,15.14,698000,116.51,-0.178,0.6,978270.5,109.8164,3736.68,2.7,104
29/09/2017,1.88,522.14,973.2,15.9,1.3,14.42,614664200,8.75,2.70645E+12,-19067950000,110.39,15.5,919200,457.7,-0.178,0.7,981145,110.7524,3668.93,2.8,103
31/10/2017,1.83,549.43,1025.65,16.5,1.37,15.07,647447000,8.73,2.74841E+12,-26155570000,116.66,15.11,950000,98.13,-0.178,0.2,984601.7,112.9023,3639.19,2.7,103.3
30/11/2017,1.85,558.98,1045.11,16.6,1.39,15.18,658742500,8.74,2.74958E+12,-25818060000,118.34,17.03,382000,313.55,-0.171,0.5,988140.8,112.7964,4138.37,2.7,104.2
29/12/2017,1.82,565.42,1058.72,16.8,1.41,15.19,667014100,8.74,2.75031E+12,-25739970000,119.92,16.03,1265000,647.05,-0.148,1.1,988614.5,112.9668,4540.55,2.7,105.8
31/01/2018,1.8,572.4,1073.47,17,1.42,15.7,676347100,9.25,2.78542E+12,-13897740000,121.38,17.97,500500,114.66,-0.1445,1.3,990693,110.8286,4300.52,2.4,101.4
28/02/2018,1.88,551.56,1035.89,15.1,1.37,13.96,651555800,9.25,2.7853E+12,-14168440000,116.78,22.09,307500,46.34,-0.158,1.5,992516.2,107.878,4603.64,2.5,104
30/03/2018,1.94,536.71,1009.65,14.7,1.34,13.99,633355500,9.26,2.78537E+12,-14295330000,113.25,22.55,681000,357.93,-0.1785,1.1,994387.4,106.0517,4075.13,2.5,105.1
30/04/2018,1.91,554.94,1045.55,15.1,1.32,13.76,655669500,9.7,2.76419E+12,-31879790000,117.34,16.16,848500,203.53,-0.203,0.6,996885.7,107.7483,3596.87,2.5,104.5
31/05/2018,2.01,546.16,1030.79,14.3,1.3,14.29,644646900,9.7,2.76544E+12,-31889440000,115.3,17.09,599500,296.43,-0.203,0.6,999122.8,109.7352,3430,2.3,104.8
29/06/2018,2.03,541.8,1024.22,14.2,1.3,14.08,639538200,9.7,2.76547E+12,-31894290000,114.39,19.4,1428000,987.91,-0.203,0.7,1002280.5,110.06,3231.2,2.5,103.7
31/07/2018,2.01,547.78,1037.29,14.3,1.31,13.61,647695100,10.03,2.77719E+12,-41411700000,116.04,15.68,1351000,413.14,-0.203,0.9,1004214.4,111.4634,3498,2.5,103.8
31/08/2018,2.04,542.44,1029.05,13.5,1.3,13.24,641486800,10.03,2.77788E+12,-41199340000,115.04,15.08,348000,53.17,-0.203,1.3,1006215.7,111.0023,3592.77,2.5,103.6
28/09/2018,1.95,567.39,1078.05,14.2,1.37,13.55,670068700,10.03,2.77797E+12,-41201050000,120.6,16.76,1073000,278.18,-0.203,1.19,1008591.5,112.033,3489.67,2.3,103.5
31/10/2018,2.18,515.12,980.53,12.9,1.25,12.97,608620300,9.94,2.8299E+12,-20344470000,109.35,26.28,1091000,935.57,-0.0015,1.39,1010704.3,112.7496,3616.71,2.4,105.6
30/11/2018,2.21,523.06,997.52,12.8,1.27,12.66,617707800,9.93,2.83106E+12,-19941650000,110.69,20.1,736500,81.57,-0.0015,0.89,1010892.2,113.3282,3854.8,2.5,104.6
31/12/2018,2.46,470.15,898.33,11.5,1.16,12.18,554758700,9.4,2.83474E+12,-22381850000,99.45,29.32,1190100,247.77,-0.0015,0.3,1012490.4,112.2758,4191.77,2.4,104.7
31/01/2019,2.33,492.24,942.53,12.1,1.21,12.15,591144700,9.4,2.83492E+12,-22560110000,104.65,18.86,718000,0,-0.0015,0.2,1014132.4,108.9227,4053.55,2.5,102.3
28/02/2019,2.28,504.93,968.55,13.3,1.24,12.49,605187800,9.4,2.83475E+12,-22634180000,107.05,16.78,283000,41.56,-0.0015,0.2,1016186.6,110.439,4297.89,2.4,103.3
29/03/2019,2.31,499.71,960.31,13.2,1.23,12.88,597618900,9.4,2.83481E+12,-22688480000,106.06,17.22,785000,97.93,-0.0015,0.5,1018113.7,111.1548,3816.94,2.5,102.8
30/04/2019,2.28,508.32,978.74,13.3,1.26,13.11,608778000,8.83,2.84907E+12,-32550140000,108.08,16.76,1643500,31.52,-0.0015,0.89,1021726.8,111.5973,3571.97,2.4,102.7
31/05/2019,2.48,477.45,921.23,13.2,1.18,12.51,571295000,8.83,2.85104E+12,-32006050000,100.86,20.25,810100,118.46,-0.0015,0.79,1025178.8,109.9581,3306.74,2.4,104.2
28/06/2019,2.42,488.59,944.5,13.6,1.21,12.74,584908800,8.83,2.85105E+12,-32004020000,103.54,16.78,1489000,49.86,-0.0015,0.69,1025513,108.087,3298.13,2.3,101.5
31/07/2019,2.4,493.6,956.21,14,1.22,13.11,590697000,8.57,2.88588E+12,-26768460000,104.46,15.72,1925500,309.81,-0.0015,0.59,1027528.8,108.2611,3391.06,2.3,102.2
30/08/2019,2.48,478.42,928.75,13.5,1.18,12.51,572249900,8.57,2.8859E+12,-26817130000,100.99,18.1,466400,81,-0.0015,0.2,1030041.6,106.2552,3424.71,2.3,100.5
30/09/2019,2.37,501.33,975.11,14.2,1.24,13.62,598890800,8.16,2.92023E+12,-32713010000,106.13,17.35,2729900,66.68,-0.0015,0.2,1032567.7,107.4829,3473.37,2.4,102.4
31/10/2019,2.34,525.32,1023.88,14.8,1.3,13.79,627504900,8.16,2.92049E+12,-32700310000,111.34,14.25,1756500,337.94,-0.0015,0.2,1034860.6,108.1554,3348.9,2.4,98.3
29/11/2019,2.31,535.87,1046.39,15.9,1.33,14.58,640470800,8.16,2.92058E+12,-32716040000,113.43,14.37,615800,83.11,-0.0015,0.49,1037894.3,108.9086,3736.53,2.2,97.7
31/12/2019,2.28,541.59,1059.6,16.1,1.33,14.91,646802900,7.77,2.95158E+12,-994897900,114.82,14.8,1683100,979.96,-0.0015,0.79,1039976.2,109.1119,4148.48,2.2,97.9
31/01/2020,2.33,531.01,1041.01,15.7,1.31,14.83,633714700,7.76,2.95166E+12,-1054581000,112.62,18.59,834200,0,-0.0015,0.69,1042299.7,109.2855,3709.35,2.4,99.8
28/02/2020,2.59,478.66,940.07,14.5,1.18,14.25,570131500,7.76,2.9517E+12,-1096655000,101.57,42.81,526600,78.63,-0.0015,0.49,1046395.1,110.03,3942.97,2.4,99.5
31/03/2020,2.79,444.86,875.79,13.5,1.09,11.08,529139200,6.42,2.97008E+12,4973785000,93.87,49.94,1278300,127.58,-0.0015,0.39,1051368.5,107.7064,3425.52,2.5,95.8
30/04/2020,2.67,464.08,915.77,14.3,1.14,13.51,551721200,6.42,2.96993E+12,5141484000,98.17,31.39,946200,44.1,-0.0015,0.1,1059234.1,107.7285,3078.37,2.6,86.4
29/05/2020,2.47,496.02,980.89,16.8,1.22,14.54,588487400,6.42,2.96993E+12,5128516000,104.88,27.6,681000,0,-0.0015,0,1077196.9,107.2668,2728.1,2.9,78.7
30/06/2020,2.48,495.02,980.94,16.9,1.23,16.85,586178800,5.06,3.02868E+12,-12952360000,104.8,29.12,1910700,58.64,-0.0015,0.1,1099866.6,107.605,2860.43,2.8,80.2
31/07/2020,2.54,476.77,946.83,17.1,1.19,17.35,567044900,5.05,3.02884E+12,-12884410000,100.7,25.96,2543300,567.57,-0.0015,0.3,1108556.4,106.7357,2981.48,2.9,87.2
31/08/2020,2.34,513.59,1021.91,20.3,1.28,17.9,609797100,5.03,3.02897E+12,-14141990000,108.92,22.99,256500,52.56,-0.0015,0.2,1118419.7,106.0465,3037.23,3,88.1
30/09/2020,2.33,516.88,1030.48,20.4,1.28,17.92,613872400,4.68,3.07008E+12,-35573440000,108.91,23.7,1854700,886.94,-0.0015,0.1,1125114.4,105.6116,3059.7,3,91.5
